"nest_site","nest_area","site_name","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"038C","038","Hog Island","No",2013,1992,1992,1983,"","coastal","Hancock","ME","C","","","",570587,4924740,-68.1125055229923,44.4725219711844
"038D","038","Hog Island","No",2013,1993,1993,1993,"","coastal","Hancock","ME","C","","supercanopy","",570268.295169,4924772.79294,-68.1165076885223,44.4728482271463
"038E","038","Hog Island","Yes",2013,2013,2013,1994,"","coastal","Hancock","ME","C","","","",570659,4924680,-68.1116085651696,44.4719748331949
"039A","039","Stave Island","No",2013,1993,1973,1963,"","coastal","Hancock","ME","C","8/7/1978","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.",568521,4921600,-68.1388940544093,44.4444553041112
"039B","039","Stave Island","Yes",2013,2013,2013,1962,"","coastal","Hancock","ME","C","","dominant","",568644,4921740,-68.1373299346421,44.4457038904273
"040A","040","Burnt Porcupine Island","No",2014,1979,1976,1976,"","coastal","Hancock","ME","C","8/7/1978","co-dominant","",565504,4917020,-68.1773832341193,44.4035060998654
"040B","040","Long Porcupine Island","No",2014,2002,1995,1977,"","coastal","Hancock","ME","C","5/28/1981","dominant","Nest tree splits into two leades at 4 meters above ground level.",566602,4917070,-68.1635892913671,44.4038560609417
"040C","040","Long Porcupine Island","No",2014,1985,1985,1983,"","coastal","Hancock","ME","C","","dominant","",566658.518218,4917156.81457,-68.1628684459455,44.4046323582615
"040D","040","Long Porcupine Island","Yes",2014,2014,2014,1983,"","coastal","Hancock","ME","C","","dominant","",566423,4916790,-68.1658728148817,44.401351962263
"040E","040","Long Porcupine Island","No",2014,2006,2004,1986,"","coastal","Hancock","ME","C","","dominant","",566884.616912,4917358.29538,-68.1600033301567,44.4064252234614
"040F","040","Long Porcupine Island","No",2013,2005,NA,2005,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Hancock","ME","C","","","",566266.723,4917071.126,-68.1677992282737,44.4038969503625
"041A","041","Bald Porcupine Island","No",2014,1985,1984,1969,"","coastal","Hancock","ME","C","","dominant","",565214,4915210,-68.181251995993,44.3872387160368
"041B","041","Bald Porcupine Island","No",2014,1970,1968,1966,"","coastal","Hancock","ME","C","","dominant","",565372,4915350,-68.1792509295184,44.3884847565923
"041C","041","Sheep Porcupine Island","No",2014,1989,1986,1985,"","coastal","Hancock","ME","C","","co-dominant","",564226.288097,4916617.0696,-68.1934773218191,44.3999933570132
"041D","041","Sheep Porcupine Island","Yes",2014,2014,2014,1987,"","coastal","Hancock","ME","C","","dominant","",564275.767567,4916588.55811,-68.1928595726016,44.3997323083233
"042A","042","Ironbound Island","No",2013,1996,1997,1977,"","coastal","Hancock","ME","C","","dominant","One supporting limb beneath the nest arcs upward and creates a partial canopy.",569584.484823,4915933.72969,-68.1262907005406,44.3933471509317
"042B","042","Ironbound Island","No",2013,1986,NA,1967,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Hancock","ME","C","","supercanopy","",568707,4915350,-68.137384423024,44.3881762340729
"042C","042","Ironbound Island","No",2013,1983,NA,1970,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Hancock","ME","C","","dominant","",568697.273672,4914838.87075,-68.1375740863791,44.3835760332988
"042D","042","Ironbound Island","Yes",2013,2013,2013,1999,"","coastal","Hancock","ME","C","","co-dominant","",569053.940869,4914822.84459,-68.1330991218852,44.3833978744006
"043A","043","Schoodic Island","No",2013,1983,1983,1966,"","coastal","Hancock","ME","C","9/5/1980","dominant","Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.",577158.463912,4908666.15978,-68.0322814752163,44.3271600419425
"043B","043","Schoodic Island","No",2013,1976,1968,1965,"","coastal","Hancock","ME","C","9/5/1980","dominant","Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.",577219,4908740,-68.0315114036118,44.3278182953772
"043C","043","Schoodic Island","No",2013,1992,1978,1976,"","coastal","Hancock","ME","C","9/5/1980","dominant","",577212.154637,4908956.60312,-68.0315651618198,44.3297688198193
"043D","043","Schoodic Island","No",2013,1985,1985,1981,"","coastal","Hancock","ME","C","9/5/1980","dominant","",577201,4908770,-68.0317326864404,44.3280902602382
"043E","043","Schoodic Island","No",2013,1995,1995,1986,"","coastal","Hancock","ME","C","","dominant","Nest tree leader is dead above nest level.",577220.154637,4908829.39173,-68.0314836817507,44.3286228503119
"043F","043","Schoodic Island","No",2013,1996,1996,1996,"","coastal","Hancock","ME","C","","","",577190.753322,4908744.29601,-68.0318649899401,44.3278599697889
"043G","043","Schoodic Island","No",2013,2000,2001,1997,"","coastal","Hancock","ME","C","","","",577115.341558,4908704.72486,-68.0328165326272,44.3275117738371
"043H","043","Schoodic Island","No",2013,2006,2006,2002,"","coastal","Hancock","ME","C","","","",577160,4908940,-68.0322216773946,44.3296249072554
"043I","043","Schoodic Island","No",2013,2011,2011,2007,"","coastal","Hancock","ME","C","","dominant","",577164.763,4908889.729,-68.0321693881683,44.329171876575
"043J","043","Schoodic Island","Yes",2013,2013,2013,2013,"","coastal","Hancock","ME","C","","dominant","",577140.2816,4908928.5557,-68.032470653849,44.3295239840496
"044A","044","Dyer Neck","Yes",2013,2013,2013,1977,"","coastal","Washington","ME","C","","supercanopy","",584155.467641,4922341.00719,-67.9423249563063,44.4494751959801
"044B","044","Dyer Neck","No",2013,2000,1990,1962,"","coastal","Washington","ME","C","","dominant","",584100.547887,4922819.14456,-67.9429374405011,44.4537854240939
"044C","044","Dyer Neck","No",2013,2000,NA,1995,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","","","",583978,4924220.57785,-67.9442501660644,44.46641432075
"045A","045","Steuben heath vicinity","No",2013,2002,2002,1975,"","coastal","Washington","ME","C","","supercanopy","",583657.450722,4927973.29083,-67.9476722262057,44.5002305093168
"045B","045","Parritt Point","Yes",2013,2013,2013,2005,"","coastal","Washington","ME","C","","dominant","",581852.089899,4927008.65792,-67.9705309803001,44.4917545536698
"046A","046","Middle Douglas Island","No",2013,1976,1976,1976,"","coastal","Washington","ME","C","8/10/1978","dominant","",591513,4922680,-67.8498125901089,44.4516328310459
"046B","046","Middle Douglas Island","No",2013,1983,1977,1977,"","coastal","Washington","ME","C","7/28/1977","suppressed","",591520,4922790,-67.8497051907838,44.4526220525795
"046C","046","Middle Douglas Island","No",2013,1988,1988,1978,"","coastal","Washington","ME","C","8/10/1978","dominant","",591502.736841,4922552.37002,-67.849964104169,44.4504853350236
"046D","046","West Douglas Island","No",2013,2002,2002,1989,"","coastal","Washington","ME","C","","dominant","",591204.619342,4922500.25583,-67.8537193698223,44.4500539170025
"046E","046","Middle Douglas Island","No",2013,2004,2004,2004,"","coastal","Washington","ME","C","","","",591513.105973,4922466.04974,-67.8498490577167,44.4497070557141
"046F","046","Middle Douglas Island","Yes",2014,2014,2014,2005,"","coastal","Washington","ME","C","","dominant","",591464.545946,4922634.04819,-67.8504295807003,44.4512253502404
"047A","047","Shipstern Island","Yes",2013,2013,2013,1968,"","coastal","Washington","ME","C","8/16/1977","dominant","",595287.132003,4925142.58236,-67.8019339734994,44.4733105781496
"047B","047","Flint Island","No",2013,1982,1982,1976,"","coastal","Washington","ME","C","8/16/1977","dominant","",596905,4925490,-67.7815316260267,44.4762224224672
"047C","047","Shipstern Island","No",2013,1983,1983,1980,"","coastal","Washington","ME","C","6/22/1979","dominant","",595341.89742,4925183.33594,-67.8012380356518,44.4736701682387
"047D","047","Shipstern Island","No",2013,1992,1992,1984,"","coastal","Washington","ME","C","","co-dominant","",595298.851226,4925121.59748,-67.8017905225317,44.4731201521213
"048A","048","Otter Island","No",2013,1973,1973,1970,"","coastal","Washington","ME","C","","","",594911,4929300,-67.805898728998,44.5107800582926
"048B","048","Strout Island","No",2013,1980,1979,1974,"","coastal","Washington","ME","C","8/16/1977","dominant","",595007.167455,4930085.36079,-67.8045445559393,44.5178362265248
"048D","048","Foster Island - southern shoreline","No",2013,1980,NA,1968,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","9/4/1980","dominant","",593033.742828,4929961.48566,-67.8293928599774,44.5169784319579
"048E","048","Strout Island","No",2013,1995,1995,1981,"","coastal","Washington","ME","C","","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.",595028,4929870,-67.8043221268924,44.5158950788724
"048F","048","Strout Island","Yes",2013,2013,2010,1996,"","coastal","Washington","ME","C","","dominant","Nest tree leader is dead above nest level.",595106.430872,4929668.61947,-67.8033725935331,44.514072173144
"048G","048","Strout Island","No",2013,2011,2011,2011,"","coastal","Washington","ME","C","","dominant","",595059.936542,4929951.41317,-67.8039053846208,44.5166236496057
"048H","048","Strout Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",595078.809,4930127.2148,-67.8036355913532,44.518203504931
"049A","049","Upper Birch Island","No",2013,1983,1983,1974,"","coastal","Washington","ME","C","8/16/1977","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.",598300,4932360,-67.7626875827526,44.5378681408652
"049B","049","Lower Birch Island","No",2013,1983,NA,1979,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","9/4/1980","dominant","",598266,4931610,-67.7632583469992,44.5311223537203
"049C","049","Upper Birch Island","No",2013,1986,1984,1984,"","coastal","Washington","ME","C","","co-dominant","",598015,4932080,-67.7663272981166,44.535386784033
"049D","049","Tumbledown Dick Head vicinity","No",2013,1986,1985,1985,"","coastal","Washington","ME","C","","co-dominant","",599209,4932500,-67.7512216615247,44.5390037004003
"049E","049","Upper Birch Island","No",2013,1989,1987,1986,"","coastal","Washington","ME","C","","","",597960.275814,4932073.97499,-67.7670170735482,44.5353399926502
"049F","049","Upper Birch Island","No",2013,1994,1995,1989,"","coastal","Washington","ME","C","","","",598082,4932110,-67.7654784870666,44.5356476899672
"049G","049","Upper Birch Island","No",2013,2003,2003,1997,"","coastal","Washington","ME","C","","","",597953.14112,4932039.02822,-67.7671134917604,44.535026420939
"049H","049","Mink Island","Yes",2013,2013,2013,2004,"","coastal","Washington","ME","C","","","",598041.766292,4932754.73887,-67.7658621852242,44.5414561766242
"050A","050","Beddington Lake northeastern shoreline","No",2013,1983,2013,1978,"","coastal","Washington","ME","C","9/28/1979","supercanopy","",574641,4963950,-68.0558321421746,44.8250542208391
"050B","050","Beddington Lake upland - Spruce Mountain","No",2013,1963,1963,1963,"","coastal","Washington","ME","C","","dominant","",576465.09657,4963914.85345,-68.0327668535965,44.8245447922796
"051A","051","East Plummer Island","No",2013,1984,1979,1962,"","coastal","Washington","ME","C","8/10/1978","co-dominant","",603858,4926600,-67.6939046266314,44.4852468616395
"051B","051","East Plummer Island","No",2013,1978,1977,1977,"","coastal","Washington","ME","C","","co-dominant","",603883.401962,4926484.60784,-67.6936084427468,44.48420463314
"051C","051","East Plummer Island","No",2013,1990,1990,1980,"","coastal","Washington","ME","C","6/19/1980","co-dominant","",603831,4926660,-67.6942320361566,44.4857907675207
"051D","051","East Plummer Island","No",2013,1992,1992,1992,"","coastal","Washington","ME","C","","dominant","",603928.54902,4926626.45098,-67.6930123306566,44.4854747830246
"051E","051","West Plummer Island","No",2013,2000,2000,1993,"","coastal","Washington","ME","C","","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.",603718.04486,4926660.53298,-67.6956520749391,44.4858117939679
"051F","051","Ram Island","Yes",2013,2013,2013,2002,"","coastal","Washington","ME","C","","dominant","Nest tree leader is dead above nest level.",602873.909657,4927230.33396,-67.7061517455633,44.4910609787305
"052A","052","Inner Goose Island","No",2013,1985,1985,1978,"","coastal","Washington","ME","C","8/10/1978","co-dominant","",605816.294321,4931103.47873,-67.6683615069084,44.5254951730124
"052C","052","Inner Goose Island","No",2013,1991,1991,1987,"","coastal","Washington","ME","C","","","",605805.882962,4931071.35284,-67.6684990803688,44.5252075595436
"052D","052","Inner Goose Island","No",2013,1991,1990,1990,"","coastal","Washington","ME","C","","","",605822,4931080,-67.6682945386482,44.5252830216547
"052E","052","Inner Goose Island","No",2013,1999,1999,1992,"","coastal","Washington","ME","C","","","",605810.395379,4931036.71453,-67.668449412661,44.524895144363
"052F","052","Inner Goose Island","No",2013,2000,2000,2000,"","coastal","Washington","ME","C","","","",605788,4931050,-67.6687284435099,44.5250180018362
"052G","052","Inner Goose Island","No",2013,2004,2004,2001,"","coastal","Washington","ME","C","","","",605804.218096,4931110.38653,-67.6685120220689,44.5255591164741
"052H","052","Inner Goose Island","No",2013,2011,2007,2005,"","coastal","Washington","ME","C","","","",605819.179,4931090.398,-67.6683278972355,44.5253770200569
"052J","052","Inner Goose Island","Yes",2013,2013,2013,2008,"","coastal","Washington","ME","C","","","",605786.669,4931013.032,-67.6687527676812,44.5246854759893
"053A","053","Little Hardwood Island","No",2013,1993,1993,1978,"","coastal","Washington","ME","C","10/4/1979","dominant","Another tree is leaning into the nest and actually improves its overall support and stability.",614744,4928110,-67.5567106627105,44.4971893671997
"053B","053","Little Hardwood Island","No",2013,1978,NA,1978,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","10/4/1979","co-dominant","",614799,4928190,-67.5560012997008,44.4979006127764
"053C","053","Little Hardwood Island","No",2013,2006,2010,1994,"","coastal","Washington","ME","C","","","",614745,4928180,-67.556682544496,44.497819198562
"053D","053","Inner Hardwood Island","No",2013,2011,2011,2011,"","coastal","Washington","ME","C","","co-dominant","",615049.178666,4928833.07518,-67.5527122257952,44.5036483632993
"053E","053","Little Hardwood Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",614744.9547,4928146.6324,-67.5566905236212,44.4975189019991
"054A","054","Mark Island","No",2013,1996,1999,1963,"","coastal","Washington","ME","C","10/4/1979","dominant","",616576,4932000,-67.5327962459168,44.5319048814965
"054B","054","Mark Island","No",2013,1983,1976,1976,"","coastal","Washington","ME","C","10/4/1979","dominant","",616827.931746,4932001.5041,-67.5296261778605,44.5318776469696
"054C","054","Mark Island","Yes",2013,2013,2013,2007,"","coastal","Washington","ME","C","","dominant","",616430.07,4931964.481,-67.5346403123896,44.5316087966061
"055A","055","Outer Double Shot Island","No",2013,1977,1978,1977,"","coastal","Washington","ME","C","6/19/1980","dominant","",620479.727378,4935242.15923,-67.4829237048744,44.5604410207396
